p_name,p_hs,p_univ,p_draft,p_drafted,p_debut,p_debut_war,p_main_team,p_career_war,p_no,p_hs_code,p_hs_loc
우드,,국외,자유선발,롯데,2000,0.3,롯데,0.3,2124,,국외
화이트,,국외,자유선발,롯데,2000,1.7,롯데,1.7,2144,,국외
가르시아,,,자유선발,삼성,2000,1.4,삼성,1.4,2145,,국외
프랑코,,,자유선발,삼성,2000,4.8,삼성,4.8,2142,,국외
쿡슨,,,자유선발,LG,2000,-0.2,LG,-0.3,2136,,국외
타바레스,,,자유선발,해태,2000,2.6,해태,2.2,2138,,국외
미첼,,,자유선발,해태,2000,0.8,해태,0.8,2116,,국외
배스,,,자유선발,해태,2000,0.4,해태,0.4,2119,,국외
포조,,,자유선발,해태,2000,-0.6,해태,-0.6,2140,,국외
퀸란,,,자유선발,현대,2000,2.2,현대,3.4,2137,,국외
카펜터,,,자유선발,현대,2000,0.8,현대,0.8,2134,,국외
브링클리,,,자유선발,현대,2000,-0.6,현대,-0.6,2121,,국외
윌리엄스,,,자유선발,현대,2000,1.1,현대,1.1,2125,,국외
테이텀,,,자유선발,LG,2000,0.8,LG,0.8,2139,,국외
정정오,광주제일고,,신고선수,삼성,2001,,삼성,0,2184,50602,전라
조정권,경동고,홍익대,신고선수,삼성,2001,,한화,-1.2,2186,50102,서울
조동화,공주고,,육성선수,SK,2001,,SK,4.5,10121,50401,충청
김상태,덕수고,중앙대,1차지명,LG,1999,-0.5,LG,-0.1,2095,50103,서울
정원욱,부산상고,경성대,1차지명,롯데,1999,2.8,롯데,2.9,2111,50812,경남
정성열,경북고,한양대,1차지명,삼성,2002,,한화,-0.6,2242,50701,경북
박장희,부천고,영남대,1차지명,현대,1999,1,현대,2.7,2100,50203,경기
홍성흔,중앙고,경희대,1차지명,두산,1999,1,두산,53.8,10256,50112,서울
이진영,군산상고,,1차지명,쌍방울,1999,0.1,SK,49,10492,50501,전라
박정진,세광고,연세대,1차지명,한화,1999,-0.7,한화,10.7,10596,50301,충청
정성훈,광주제일고,,1차지명,해태,1999,1.3,LG,45.8,10479,50602,전라
한규식,덕수고,중앙대,2차지명,롯데,1999,0,LG,0.5,2089,50103,서울
이승호,선린고,단국대,2차지명,LG,1999,-0.9,LG,12.8,10148,50109,서울
정종수,선린고,한양대,2차지명,두산,2003,,두산,-0.4,2287,50109,서울
장성진,군산상고,건국대,2차지명,두산,1999,6.2,두산,7.2,2109,50501,전라
김사율,부경고,,2차지명,롯데,1999,-0.2,롯데,13.7,10272,50804,경남
권오준,선린고,,2차지명,삼성,2003,,삼성,26.4,10350,50109,서울
라형진,경동고,한양대,2차지명,쌍방울,1999,-0.8,삼성,1,2097,50102,서울
황우구,동산고,인하대,2차지명,한화,1999,-1,한화,1.3,2092,50202,경기
유동훈,장충고,성균관대,2차지명,해태,1999,3.2,KIA,25.5,10060,50111,서울
조재영,신일고,,2차지명,LG,1999,-0.1,LG,0.1,2084,50110,서울
이동은,,건국대,2차지명,삼성,1999,-0.8,삼성,-1.6,2106,,국외
윤근주,배명고,동국대,2차지명,한화,1999,0,한화,-0.9,2104,50105,서울
장일현,청원고,중앙대,2차지명,해태,1999,0,해태,0.4,2081,50113,서울
이종욱,선린고,영남대,2차지명,현대,2006,,두산,31.7,10192,50109,서울
이승준,청원고,중앙대,2차지명,두산,2003,,두산,0.6,2284,50113,서울
임재철,북일고,경성대,2차지명,롯데,1999,0.5,두산,7.6,10193,50403,충청
장영균,동대문상고,인하대,2차지명,삼성,1999,0,삼성,-0.4,2080,50121,서울
강희성,경기고,홍익대,2차지명,쌍방울,,,,,10346,50101,서울
신민기,경남고,한양대,2차지명,한화,2003,,한화,-0.3,10556,50802,경남
최영완,유신고,경희대,2차지명,해태,2000,,해태,-1.4,2159,50208,경기
이택근,부경고,고려대,2차지명,현대,2003,,키움,35.5,10493,50804,경남
박경진,부산고,경성대,2차지명,롯데,2000,,롯데,-0.5,2117,50805,경남
김형철,덕수정보고,성균관대,2차지명,쌍방울,2003,,SK,-1.6,10010,50104,서울
서성민,부산상고,연세대,2차지명,현대,1999,,현대,-0.6,2102,50812,경남
정재훈,휘문고,성균관대,2차지명,두산,2003,,두산,36.7,10225,50116,서울
임동규,광주상고,동국대,2차지명,삼성,2003,,삼성,2.2,10372,50608,전라
차일목,상원고,홍익대,2차지명,해태,2003,,KIA,10.1,10005,50705,경북
신동민,성남고,경남대,2차지명,현대,2003,,현대,-0.5,2299,50108,서울
정재복,인천고,인하대,2차지명,LG,2003,,LG,7.6,10532,50209,경기
김주용,성남고,고려대,2차지명,롯데,2003,,롯데,-0.3,2293,50108,서울
한상훈,신일고,경희대,2차지명,한화,2003,,한화,9.5,10663,50110,서울
윤경영,대전고,동의대,2차지명,LG,2004,,한화,-0.6,10605,50402,충청
백대운,중앙고,영남대,2차지명,두산,2003,,두산,-0.3,2279,50112,서울
허연철,마산고,동아대,2차지명,삼성,2005,,삼성,0,2351,50803,경남
김경진,광주제일고,원광대,2차지명,해태,1999,0,KIA,-1.3,2063,50602,전라
송수근,전주고,원광대,2차지명,LG,2003,,SK,-0.2,11457,50502,전라
김성배,배명고,건국대,2차지명,두산,2004,,롯데,6,10201,50105,서울
조성환,충암고,원광대,2차지명,롯데,1999,0.3,롯데,18.1,10254,50114,서울
이영욱,상원고,홍익대,2차지명,쌍방울,2005,,SK,7,10634,50705,경북
이대일,동산고,경남대,2차지명,롯데,2001,,롯데,0.3,2216,50202,경기
김기환,신일고,원광대,2차지명,해태,1999,-0.1,해태,0,2064,50110,서울
권도영,대구상고,고려대,2차지명,현대,2007,,키움,0.5,10395,50711,경북
백승훈,대전고,동국대,2차지명,두산,2003,,두산,-0.1,2280,50402,충청
최동락,청주기공고,인하대,2차지명,해태,2003,,KIA,-0.2,2288,50303,충청
김성균,광주제일고,인하대,2차지명,두산,2001,,두산,-0.2,2167,50602,전라
조인신,서울고,건국대,2차지명,롯데,2004,,롯데,-0.3,2318,50107,서울
송신영,중앙고,고려대,2차지명,현대,2001,,키움,23.9,10443,50112,서울
이준호,경북고,단국대,2차지명,삼성,1999,0.5,삼성,0.5,2108,50701,경북
이양기,동산고,탐라대,2차지명,한화,2003,,한화,-0.5,10573,50202,경기
윤상원,마산고,연세대,2차지명,현대,,,,,11442,50803,경남
김기태,광주제일고,인하대,특별지명,쌍방울,1991,4.4,쌍방울,55.4,11474,50602,전라
바워스,,,자유선발,현대,1999,0,현대,0,2069,,국외
카날리,,,자유선발,현대,1999,-0.3,현대,-0.3,2087,,국외
김무성,인천고,건국대,신고선수,롯데,2000,,롯데,0,2112,50209,경기
차정국,군산상고,경성대,신고선수,롯데,2000,,롯데,0,2133,50501,전라
문남열,,,신고선수,삼성,1999,-0.6,삼성,-1.3,2098,,국외
조상수,인천고,건국대,신고선수,삼성,2000,,삼성,-0.1,2131,50209,경기
오창선,대전고,홍익대,신고선수,한화,1999,0.2,한화,-0.7,2103,50402,충청
김병준,대전고,고려대,신고선수,한화,2000,,한화,0.8,2147,50402,충청
김익수,전주고,,신고선수,현대,,,,,11454,50502,전라
전하진,세광고,,신고선수,한화,2000,,한화,0,2157,50301,충청
구자운,서울고,,고졸우선지명,두산,1999,0.1,두산,13.2,10348,50107,서울
문용민,북일고,연세대,고졸우선지명,한화,2003,,한화,1.4,10594,50403,충청
김광삼,신일고,,고졸우선지명,LG,1999,-0.9,LG,2.7,10501,50110,서울
최경철,전주고,동의대,고졸우선지명,쌍방울,2004,,LG,0.3,10085,50502,전라
브릭스,,,외국인선수드래프트,해태,1999,1.6,해태,1.6,2071,,국외
샌더스,,,외국인선수드래프트,해태,1999,4.5,해태,4.5,2072,,국외
호세,국외,,외국인선수드래프트,롯데,1999,6.3,롯데,19.6,2090,51100,국외
스미스,,,외국인선수드래프트,삼성,1999,2.8,삼성,6.1,2073,,국외
비아노,,,외국인선수드래프트,쌍방울,1999,-0.6,쌍방울,-0.6,2101,,국외
로마이어,,,외국인선수드래프트,한화,1999,5.2,한화,7.7,2068,,국외
피어슨,,,외국인선수드래프트,현대,1999,2.1,현대,2.1,2088,,국외
대톨라,,,외국인선수드래프트,LG,1999,1,LG,1,2066,,국외
길포일,,국외,외국인선수드래프트,롯데,1999,-0.7,롯데,-0.7,2094,,국외
홀,,,외국인선수드래프트,삼성,1999,0.7,삼성,0.7,2091,,국외
데이비스,,,외국인선수드래프트,한화,1999,4.2,한화,29,2067,,국외
기론,국외,,외국인선수드래프트,롯데,1999,3.3,롯데,6,2093,51100,국외
김동주,배명고,고려대,1차지명,OB,1998,2.1,두산,60.1,10173,50105,서울
강동우,경북고,단국대,1차지명,삼성,1998,4.6,삼성,25.5,10564,50701,경북
조진호,전주고,원광대,1차지명,쌍방울,2003,,SK,-0.3,10379,50502,전라
고호봉,부천고,원광대,1차지명,현대,1998,0,현대,0,2047,50203,경기
조인성,신일고,연세대,1차지명,LG,1998,0.7,LG,23,10463,50110,서울
임경완,경남고,인하대,1차지명,롯데,1998,-1.8,롯데,21.1,10298,50802,경남
안치용,신일고,연세대,2차지명,LG,2002,,LG,7.4,10488,50110,서울
서한규,인천고,홍익대,2차지명,롯데,1998,0.1,현대,2.4,2027,50209,경기
김경태,성남고,경희대,2차지명,LG,1998,-0.3,SK,-1.1,10500,50108,서울
송원국,광주제일고,,2차지명,OB,2001,,두산,0.1,2176,50602,전라
손인호,경남고,고려대,2차지명,롯데,1998,1.8,롯데,8.5,10487,50802,경남
김수관,경북고,한양대,2차지명,삼성,1998,-0.1,삼성,-0.9,2021,50701,경북
윤재국,인천고,경남대,2차지명,쌍방울,1998,-0.5,SK,4.2,10117,50209,경기
신경현,군산상고,동국대,2차지명,한화,1998,-0.2,한화,9.4,10542,50501,전라
소소경,대구고,,2차지명,해태,1998,-0.6,해태,-0.4,2053,50703,경북
홍민구,부산상고,한양대,2차지명,현대,1998,0.2,현대,1.4,2059,50812,경남
이혜천,개성고,,2차지명,OB,1998,1.1,두산,9.6,10642,50801,경남
박영진,경남고,,2차지명,삼성,2000,,삼성,2.5,2150,50802,경남
고승환,선린고,경성대,2차지명,쌍방울,1998,-0.3,쌍방울,-0.3,2046,50109,서울
김장백,서울고,연세대,2차지명,한화,2000,,한화,0.4,2149,50107,서울
방수환,군산상고,동국대,2차지명,해태,1998,-0.1,해태,-0.1,2024,50501,전라
서승화,대전고,동국대,2차지명,LG,2002,,LG,-2.6,10515,50402,충청
김지훈,신일고,고려대,2차지명,OB,1999,,KIA,0.1,2065,50110,서울
윤석권,경남고,성균관대,2차지명,쌍방울,1998,-0.1,쌍방울,-0.1,2032,50802,경남
김기성,공주고,원광대,2차지명,한화,1998,0,한화,0,2019,50401,충청
엄병열,신일고,중앙대,2차지명,해태,1998,-0.3,해태,0.4,2056,50110,서울
채종국,경남고,연세대,2차지명,현대,1999,,현대,1.5,2086,50802,경남
김용우,인천고,연세대,2차지명,LG,2002,,LG,0.1,10091,50209,경기
손용수,휘문고,고려대,2차지명,롯데,2004,,롯데,0.4,2330,50116,서울
현재윤,신일고,성균관대,2차지명,삼성,2002,,삼성,2,10317,50110,서울
이병수,부천고,홍익대,2차지명,쌍방울,1999,,쌍방울,-0.1,2078,50203,경기
이우석,덕수고,인하대,2차지명,해태,1998,0.1,해태,-0.6,2034,50103,서울
김민우,부천고,한양대,2차지명,현대,2002,,키움,8.5,10397,50203,경기
강민규,성남고,원광대,2차지명,쌍방울,1998,0.1,쌍방울,-0.5,2018,50108,서울
김성준,경남고,,2차지명,LG,2000,,LG,-0.2,2148,50802,경남
엄정대,부경고,건국대,2차지명,롯데,1998,-0.6,롯데,-0.8,2029,50804,경남
채상병,휘문고,연세대,2차지명,한화,2002,,두산,-0.7,10315,50116,서울
조용준,효천고,연세대,2차지명,현대,2002,,현대,21.9,10455,50606,전라
오세학,경동고,,2차지명,OB,2001,,두산,-0.1,2180,50102,서울
김상호,배명고,중앙대,2차지명,쌍방울,1998,0,쌍방울,0,2020,50105,서울
심재윤,동산고,인하대,2차지명,한화,1999,,한화,-0.5,2074,50202,경기
권오원,부산상고,동아대,2차지명,삼성,2002,,삼성,-0.4,10349,50812,경남
조재호,서울고,성균관대,2차지명,현대,2002,,현대,-0.8,10420,50107,서울
김세중,충암고,홍익대,2차지명,LG,2003,,LG,0,2272,50114,서울
조은진,부천고,원광대,2차지명,OB,1998,-0.1,OB,-0.1,2039,50203,경기
오충원,신일고,홍익대,2차지명,쌍방울,1998,-0.1,쌍방울,-0.3,2030,50110,서울
김광우,광주제일고,고려대,2차지명,LG,2003,,LG,0.3,2291,50602,전라
김정현,용마고,경성대,2차지명,롯데,2002,,롯데,0.2,2229,50807,경남
박우호,공주고,한양대,2차지명,현대,2002,,현대,-0.1,2233,50401,충청
김경진,신일고,경희대,2차지명,쌍방울,1998,-0.1,쌍방울,-0.4,2049,50110,서울
마정길,청주기공고,단국대,2차지명,한화,2002,,키움,13.6,10436,50303,충청
이기중,선린고,제주,2차지명,LG,,,,,11446,50109,서울
이재우,휘문고,탐라대,2차지명,OB,2001,,두산,28.8,10219,50116,서울
남기헌,부산고,고려대,2차지명,삼성,2000,,삼성,0,2114,50805,경남
추승우,청주기공고,성균관대,2차지명,LG,2002,,한화,3,10579,50303,충청
최동연,대전고,,2차지명,한화,2001,,한화,0,2187,50402,충청
이정훈,장충고,홍익대,2차지명,현대,1999,,현대,0.3,2079,50111,서울
조현,배명고,건국대,자유선발,LG,1999,,LG,0,2085,50105,서울
김윤일,신일고,,신고선수,OB,1998,-0.1,OB,-0.1,2022,50110,서울
김필중,광주제일고,원광대,신고선수,현대,2000,,현대,0,2113,50602,전라
정인호,신일고,,신고선수,현대,1998,0,현대,0,2037,50110,서울
정현택,배명고,,고졸우선지명,LG,1999,,LG,-0.2,2082,50105,서울
윤상무,배재고,,고졸우선지명,OB,1999,,두산,-0.1,2077,50106,서울
이경수,배명고,,고졸우선지명,OB,1999,,두산,-0.6,2105,50105,서울
김정열,마산고,,고졸우선지명,롯데,1998,-0.1,롯데,0.5,2050,50803,경남
김진수,경남고,세한대,고졸우선지명,롯데,1998,0,두산,-0.7,10164,50802,경남
김진웅,대구고,,고졸우선지명,삼성,1998,2.8,삼성,15,10357,50703,경북
이준민,대구상고,중앙대,고졸우선지명,삼성,2002,,삼성,-0.2,2239,50711,경북
윤형국,전주고,인하대,고졸우선지명,쌍방울,2002,,SK,-0.3,2236,50502,전라
조현수,북일고,경희대,고졸우선지명,한화,2002,,한화,0.2,2245,50403,충청
강철민,효천고,한양대,고졸우선지명,해태,2002,,KIA,3.8,10497,50606,전라
강귀태,동산고,동국대,고졸우선지명,현대,2002,,현대,5.6,10385,50202,경기
김수경,인천고,,고졸우선지명,현대,1998,5.2,현대,28.9,10430,50209,경기
이대환,춘천고,동국대,고졸우선지명,현대,2002,,현대,2.1,10446,50904,강원
이현곤,광주제일고,연세대,고졸우선지명,해태,2002,,KIA,12.1,10022,50602,전라
유재웅,휘문고,건국대,고졸우선지명,OB,2002,,두산,1,10191,50116,서울
김재현,대전고,,고졸우선지명,한화,1998,0.1,LG,-1.9,10766,50402,충청
박용택,휘문고,고려대,고졸우선지명,LG,2002,,LG,54.1,10485,50116,서울
부시,,,외국인선수드래프트,한화,1998,-1.2,한화,-1.2,2025,,국외
헤어,,,외국인선수드래프트,해태,1998,-0.6,해태,-0.6,2045,,국외
치멜리스,,,외국인선수드래프트,한화,1998,4,한화,4,2041,,국외
앤더슨,,미국 Texas A&M(대),외국인선수드래프트,LG,1998,0.7,LG,0.4,2055,,국외
캐세레스,,,외국인선수드래프트,OB,1998,1.2,OB,1.2,2042,,국외
파라,,,외국인선수드래프트,삼성,1998,2.7,삼성,1.1,2058,,국외
스트롱,,,외국인선수드래프트,현대,1998,3.9,현대,3.9,2054,,국외
펠릭스,,,외국인선수드래프트,LG,1998,1,LG,1.6,2044,,국외
우즈,,,외국인선수드래프트,OB,1998,6.1,두산,22.1,2031,,국외
브래디,,국외,외국인선수드래프트,롯데,1998,0.2,롯데,0.2,2026,,국외
베이커,,,외국인선수드래프트,삼성,1998,3.2,삼성,3.2,2052,,국외
쿨바,,,외국인선수드래프트,현대,1998,6.3,현대,6.3,2043,,국외
이경필,배명고,한양대,1차지명,OB,1997,2.6,두산,12.5,2011,50105,서울
황성관,대구고,영남대,1차지명,삼성,1997,0.3,삼성,1.4,2002,50703,경북
오상민,군산상고,성균관대,1차지명,쌍방울,1997,0.4,삼성,18.4,10519,50501,전라
오철민,영흥고,영남대,1차지명,해태,1997,-0.3,해태,3.4,2010,50609,전라
이병규,장충고,단국대,1차지명,LG,1997,5.4,LG,48.2,10491,50111,서울
손민한,부산고,고려대,1차지명,롯데,1997,0.2,롯데,42.3,10284,50805,경남
최영필,유신고,경희대,1차지명,현대,1997,-0.2,한화,9.7,10617,50208,경기
안재만,배재고,건국대,2차지명,LG,1997,0.7,LG,3.6,1983,50106,서울
장문석,부경고,동아대,2차지명,LG,1997,-0.6,LG,22.1,10069,50804,경남
김영수,경기고,인하대,2차지명,OB,1997,-0.2,롯데,0,10046,50101,서울
진갑용,부산고,고려대,2차지명,OB,1997,0.6,삼성,38.8,10314,50805,경남
임봉춘,선린고,원광대,2차지명,롯데,1997,0.2,롯데,-1.2,2012,50109,서울
